# t [t_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
5.97100e+03	3.96588e-02	1.44893e-04	3.65377	3.68141	2.31300e-05
5.99104e+03	3.96695e-02	1.79557e-04	1.24655	2.62494	2.31300e-05
6.01107e+03	3.96677e-02	1.70615e-04	2.30590	3.85221	2.31300e-05
6.03111e+03	3.96791e-02	1.72916e-04	0.37686	1.28302	2.31300e-05
6.05115e+03	3.96705e-02	1.82143e-04	3.69885	5.55916	2.31300e-05
6.07119e+03	3.96899e-02	1.40828e-04	0.49262	3.30773	2.31300e-05
6.09122e+03	3.96846e-02	7.48647e-05	2.36956	1.81600	2.31300e-05
6.11126e+03	3.96934e-02	4.99185e-05	5.63141	4.76469	2.31300e-05
6.13129e+03	3.97143e-02	4.52468e-04	6.00136	3.89582	2.31300e-05
6.15133e+03	3.97139e-02	3.76732e-04	0.09740	2.63430	2.31300e-05
6.17137e+03	3.97052e-02	1.44521e-04	0.42229	1.01907	2.31300e-05
6.19141e+03	3.97107e-02	1.67966e-04	0.06811	6.00087	2.31300e-05
6.21144e+03	3.97196e-02	2.76488e-04	6.04662	4.26648	2.31300e-05
6.23148e+03	3.97302e-02	4.36980e-04	0.22501	1.41341	2.31300e-05
6.25152e+03	3.97285e-02	1.93700e-04	6.16211	5.32943	2.31300e-05
6.27155e+03	3.97241e-02	5.07564e-05	1.99006	0.16235	2.31300e-05
6.29159e+03	3.97443e-02	4.72271e-04	6.13023	5.23711	2.31300e-05
6.31163e+03	3.97208e-02	1.82390e-04	3.67765	4.02321	2.31300e-05
6.33166e+03	3.97305e-02	9.33833e-05	2.38395	1.36589	2.31300e-05
6.35170e+03	3.97318e-02	5.86849e-05	3.02961	2.80071	2.31300e-05
6.37174e+03	3.97454e-02	1.80316e-04	5.88459	1.75787	2.31300e-05
6.39178e+03	3.97488e-02	8.91264e-05	5.39634	3.83505	2.31300e-05
6.41181e+03	3.97614e-02	3.12684e-04	6.09699	4.47740	2.31300e-05
6.43185e+03	3.97553e-02	5.67165e-05	0.43194	4.98629	2.31300e-05
6.45188e+03	3.97632e-02	2.35897e-04	0.62007	5.73902	2.31300e-05
6.47192e+03	3.97664e-02	1.80297e-04	0.16609	0.64989	2.31300e-05
6.49196e+03	3.97808e-02	4.52220e-04	0.21049	1.19421	2.31300e-05
6.51200e+03	3.97857e-02	4.50732e-04	0.11418	1.70613	2.31300e-05
6.53203e+03	3.97696e-02	1.22869e-04	2.25108	6.11942	2.31300e-05
6.55207e+03	3.97701e-02	1.61288e-04	3.23486	5.28227	2.31300e-05
