# t [t_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
6.57211e+03	2.83670e-02	7.41192e-04	4.94850	0.81511	1.26440e-05
6.59214e+03	2.83525e-02	6.97791e-04	1.48092	3.13537	1.26440e-05
6.61218e+03	2.83591e-02	4.55737e-04	4.37958	3.34577	1.26440e-05
6.63222e+03	2.83568e-02	4.89500e-04	2.35030	0.20405	1.26440e-05
6.65226e+03	2.83649e-02	5.39823e-04	1.10615	0.61173	1.26440e-05
6.67229e+03	2.83662e-02	9.04003e-04	5.81369	5.57831	1.26440e-05
6.69233e+03	2.83663e-02	6.39771e-04	5.92015	0.64872	1.26440e-05
6.71237e+03	2.83657e-02	5.05222e-04	5.01925	0.99859	1.26440e-05
6.73240e+03	2.83645e-02	7.98622e-04	5.60359	4.16006	1.26440e-05
6.75244e+03	2.83703e-02	7.05388e-04	5.59813	5.96816	1.26440e-05
6.77248e+03	2.83716e-02	7.19123e-04	0.64564	4.44250	1.26440e-05
6.79251e+03	2.83626e-02	7.11866e-04	0.96041	2.00628	1.26440e-05
6.81255e+03	2.83526e-02	7.96823e-04	3.37463	1.76179	1.26440e-05
6.83259e+03	2.83732e-02	9.57625e-04	5.67494	5.94790	1.26440e-05
6.85262e+03	2.83714e-02	6.61829e-04	0.21286	3.41674	1.26440e-05
6.87266e+03	2.83647e-02	5.80216e-04	2.98170	3.24995	1.26440e-05
6.89270e+03	2.83707e-02	9.50875e-04	5.72386	1.18782	1.26440e-05
6.91273e+03	2.83757e-02	7.58760e-04	1.35151	4.28093	1.26440e-05
6.93277e+03	2.83624e-02	6.17790e-04	4.31659	4.37490	1.26440e-05
6.95281e+03	2.83655e-02	5.33449e-04	2.29950	1.25027	1.26440e-05
6.97285e+03	2.83697e-02	5.62399e-04	5.56313	3.47918	1.26440e-05
6.99288e+03	2.83673e-02	8.24653e-04	1.78631	4.56280	1.26440e-05
7.01292e+03	2.83728e-02	6.33327e-04	5.52122	2.44443	1.26440e-05
7.03296e+03	2.83689e-02	5.03515e-04	3.20263	4.47010	1.26440e-05
7.05299e+03	2.83657e-02	7.83098e-04	1.62222	3.81440	1.26440e-05
7.07303e+03	2.83737e-02	1.35143e-03	0.61026	0.56431	1.26440e-05
7.09307e+03	2.83776e-02	3.15543e-03	5.90481	0.04920	1.26440e-05
7.11310e+03	2.83662e-02	4.34524e-04	1.80589	5.26469	1.26440e-05
7.13314e+03	2.83816e-02	6.71838e-04	0.53816	6.24962	1.26440e-05
7.15318e+03	2.83761e-02	6.22492e-04	6.07951	4.57047	1.26440e-05
7.17321e+03	2.83775e-02	8.91046e-04	5.29238	1.31382	1.26440e-05
7.19325e+03	2.83838e-02	6.97684e-04	5.31087	1.35142	1.26440e-05
7.21329e+03	2.83669e-02	6.13150e-04	3.61421	1.56687	1.26440e-05
7.23333e+03	2.83726e-02	5.46121e-04	2.65880	5.10409	1.26440e-05
7.25336e+03	2.83725e-02	5.11611e-04	1.67034	0.86530	1.26440e-05
7.27340e+03	2.83810e-02	9.41690e-04	6.08622	1.60875	1.26440e-05
7.29344e+03	2.83765e-02	8.23051e-04	5.43150	5.90113	1.26440e-05
7.31347e+03	2.83672e-02	9.73371e-04	2.86550	3.69080	1.26440e-05
7.33351e+03	2.83776e-02	6.46789e-04	0.25105	6.22064	1.26440e-05
7.35355e+03	2.83759e-02	4.52094e-04	4.31651	6.23869	1.26440e-05
7.37358e+03	2.83738e-02	4.28849e-04	1.46821	5.35447	1.26440e-05
7.39362e+03	2.83768e-02	4.14163e-04	3.55210	3.68632	1.26440e-05
7.41366e+03	2.83840e-02	7.85598e-04	6.09986	0.01494	1.26440e-05
7.43369e+03	2.83799e-02	7.20223e-04	1.46770	1.42683	1.26440e-05
7.45373e+03	2.83756e-02	5.73527e-04	4.09951	0.31741	1.26440e-05
7.47377e+03	2.83810e-02	6.36369e-04	4.91305	5.23668	1.26440e-05
7.49380e+03	2.83890e-02	9.17762e-04	5.56140	2.38833	1.26440e-05
7.51384e+03	2.83886e-02	1.00816e-03	5.86488	4.32884	1.26440e-05
7.53388e+03	2.83824e-02	6.44635e-04	5.23160	5.31320	1.26440e-05
7.55392e+03	2.83814e-02	6.78714e-04	4.33108	4.96284	1.26440e-05
7.57395e+03	2.83801e-02	4.98044e-04	2.29116	3.66756	1.26440e-05
7.59399e+03	2.83890e-02	7.83404e-04	0.08998	1.04612	1.26440e-05
7.61403e+03	2.83811e-02	6.24014e-04	4.25252	2.56361	1.26440e-05
7.63406e+03	2.83781e-02	5.35468e-04	0.66557	3.97432	1.26440e-05
7.65410e+03	2.83837e-02	4.10597e-04	2.35864	4.50537	1.26440e-05
7.67414e+03	2.83805e-02	7.46301e-04	4.36922	2.89858	1.26440e-05
7.69417e+03	2.83917e-02	6.36670e-04	5.97847	0.06767	1.26440e-05
7.71421e+03	2.83848e-02	4.23832e-04	5.50828	3.62581	1.26440e-05
7.73425e+03	2.83885e-02	7.54025e-04	5.78890	4.85346	1.26440e-05
7.75429e+03	2.83841e-02	5.52999e-04	4.05263	6.24692	1.26440e-05
7.77432e+03	2.83884e-02	4.28034e-04	1.79691	6.27101	1.26440e-05
7.79436e+03	2.83839e-02	6.57280e-04	0.64698	3.64766	1.26440e-05
7.81440e+03	2.83888e-02	6.31417e-04	3.40049	1.42998	1.26440e-05
7.83443e+03	2.83914e-02	7.40113e-04	5.79465	4.20980	1.26440e-05
7.85447e+03	2.83924e-02	8.66833e-04	0.14403	0.80852	1.26440e-05
7.87451e+03	2.83988e-02	9.78726e-04	0.57518	1.90991	1.26440e-05
7.89454e+03	2.83966e-02	8.99648e-04	0.68755	1.80484	1.26440e-05
7.91458e+03	2.83960e-02	9.14404e-04	5.80576	1.20242	1.26440e-05
7.93462e+03	2.83859e-02	6.84010e-04	3.79348	5.85218	1.26440e-05
7.95465e+03	2.83858e-02	4.90162e-04	1.67727	2.81264	1.26440e-05
7.97469e+03	2.83913e-02	4.04819e-04	4.06919	5.96662	1.26440e-05
7.99473e+03	2.83866e-02	5.16532e-04	4.20366	3.32308	1.26440e-05
8.01476e+03	2.84005e-02	9.92729e-04	5.79099	3.98511	1.26440e-05
8.03480e+03	2.83894e-02	6.07042e-04	4.66465	5.47901	1.26440e-05
8.05484e+03	2.83894e-02	4.96071e-04	2.16579	0.30070	1.26440e-05
8.07488e+03	2.83931e-02	4.61360e-04	0.46250	5.40696	1.26440e-05
8.09491e+03	2.83844e-02	6.88214e-04	2.64534	4.80057	1.26440e-05
8.11495e+03	2.83907e-02	5.26132e-04	4.39298	2.82731	1.26440e-05
8.13499e+03	2.83895e-02	6.05626e-04	4.75093	0.67464	1.26440e-05
8.15502e+03	2.83944e-02	5.04405e-04	3.77769	4.44953	1.26440e-05
8.17506e+03	2.83900e-02	5.73053e-04	2.70846	0.21951	1.26440e-05
8.19510e+03	2.84006e-02	5.58694e-04	5.96205	2.59987	1.26440e-05
8.21513e+03	2.83972e-02	6.58156e-04	1.00370	5.36480	1.26440e-05
8.23517e+03	2.83908e-02	7.25329e-04	2.57566	6.05060	1.26440e-05
8.25521e+03	2.83964e-02	4.85167e-04	1.86182	0.98769	1.26440e-05
8.27524e+03	2.84011e-02	7.49833e-04	0.84169	1.00001	1.26440e-05
8.29528e+03	2.83934e-02	4.44133e-04	4.50955	0.93512	1.26440e-05
8.31532e+03	2.84022e-02	8.49627e-04	0.08700	0.89862	1.26440e-05
8.33536e+03	2.84078e-02	8.92872e-04	0.73228	0.37005	1.26440e-05
8.35539e+03	2.83993e-02	6.70737e-04	1.17968	4.78609	1.26440e-05
8.37543e+03	2.84048e-02	9.12584e-04	6.07436	3.11023	1.26440e-05
8.39547e+03	2.84000e-02	6.68181e-04	3.95127	0.39434	1.26440e-05
8.41550e+03	2.84023e-02	4.71035e-04	0.19044	3.90925	1.26440e-05
8.43554e+03	2.84102e-02	7.46078e-04	0.56909	1.69018	1.26440e-05
8.45558e+03	2.83951e-02	5.18573e-04	0.61823	4.51498	1.26440e-05
8.47561e+03	2.83980e-02	5.11852e-04	4.58385	1.74704	1.26440e-05
8.49565e+03	2.84016e-02	6.83000e-04	1.24999	4.51775	1.26440e-05
8.51569e+03	2.84089e-02	5.60485e-04	4.86890	5.02954	1.26440e-05
8.53572e+03	2.84012e-02	6.80747e-04	4.76822	1.41191	1.26440e-05
8.55576e+03	2.84048e-02	4.29203e-04	1.96424	5.17790	1.26440e-05
8.57580e+03	2.84126e-02	6.67674e-04	6.18937	0.23248	1.26440e-05
8.59583e+03	2.83955e-02	5.87504e-04	2.46541	1.50174	1.26440e-05
8.61587e+03	2.84047e-02	4.01707e-04	3.90797	2.30686	1.26440e-05
8.63591e+03	2.83969e-02	6.45684e-04	2.93231	3.97484	1.26440e-05
8.65595e+03	2.84109e-02	9.06834e-04	5.94386	0.08614	1.26440e-05
8.67598e+03	2.84110e-02	5.54095e-04	1.40251	2.10816	1.26440e-05
8.69602e+03	2.84052e-02	5.63650e-04	3.76815	1.79272	1.26440e-05
8.71606e+03	2.84049e-02	5.56402e-04	1.95637	4.06307	1.26440e-05
8.73609e+03	2.84119e-02	8.58299e-04	6.13113	5.03462	1.26440e-05
8.75613e+03	2.84057e-02	4.70224e-04	3.05679	5.39346	1.26440e-05
8.77617e+03	2.84110e-02	4.73891e-04	4.68001	5.80028	1.26440e-05
8.79621e+03	2.84074e-02	5.46141e-04	2.26900	2.34731	1.26440e-05
8.81624e+03	2.84176e-02	6.70930e-04	6.17665	3.49632	1.26440e-05
8.83628e+03	2.84077e-02	6.40020e-04	1.64115	5.13957	1.26440e-05
8.85631e+03	2.84108e-02	2.77863e-04	3.08680	5.52494	1.26440e-05
8.87635e+03	2.84199e-02	6.15117e-04	0.97097	1.61557	1.26440e-05
8.89639e+03	2.84131e-02	5.92556e-04	4.95138	2.61732	1.26440e-05
8.91643e+03	2.84152e-02	7.74545e-04	0.28815	4.46815	1.26440e-05
8.93646e+03	2.84166e-02	8.10030e-04	0.07091	0.22855	1.26440e-05
8.95650e+03	2.84120e-02	6.86205e-04	5.01285	1.84807	1.26440e-05
8.97654e+03	2.84153e-02	6.41447e-04	1.13242	4.38907	1.26440e-05
8.99657e+03	2.84098e-02	5.98301e-04	1.70330	0.88613	1.26440e-05
9.01661e+03	2.84069e-02	5.03642e-04	1.01723	3.38580	1.26440e-05
9.03665e+03	2.84123e-02	6.76944e-04	4.85491	6.09443	1.26440e-05
9.05668e+03	2.84074e-02	5.30967e-04	5.31799	4.33838	1.26440e-05
9.07672e+03	2.84160e-02	4.21493e-04	5.44748	1.39019	1.26440e-05
9.09676e+03	2.84131e-02	4.70744e-04	2.77876	5.96648	1.26440e-05
9.11680e+03	2.84102e-02	4.99516e-04	4.15387	4.94803	1.26440e-05
9.13683e+03	2.84145e-02	5.16277e-04	5.20832	2.73595	1.26440e-05
9.15687e+03	2.84043e-02	6.84579e-04	3.37254	1.83574	1.26440e-05
9.17690e+03	2.84184e-02	7.79698e-04	5.93207	1.29061	1.26440e-05
9.19694e+03	2.84218e-02	8.93331e-04	6.07083	1.60087	1.26440e-05
9.21698e+03	2.84237e-02	9.30139e-04	5.97179	0.57543	1.26440e-05
9.23702e+03	2.84119e-02	6.65575e-04	2.51534	1.41159	1.26440e-05
9.25705e+03	2.84075e-02	6.42484e-04	3.56664	2.43318	1.26440e-05
9.27709e+03	2.84182e-02	6.09777e-04	2.60254	3.96537	1.26440e-05
9.29713e+03	2.84186e-02	6.97559e-04	0.24083	5.34760	1.26440e-05
9.31716e+03	2.84283e-02	9.57456e-04	0.56990	2.48577	1.26440e-05
9.33720e+03	2.84132e-02	4.81134e-04	0.91028	4.41578	1.26440e-05
9.35724e+03	2.84153e-02	5.86821e-04	4.67841	1.36981	1.26440e-05
9.37728e+03	2.84264e-02	8.35389e-04	6.16943	5.37302	1.26440e-05
9.39731e+03	2.84285e-02	6.16132e-04	5.68503	3.53891	1.26440e-05
9.41735e+03	2.84198e-02	5.02334e-04	3.83918	1.56139	1.26440e-05
9.43739e+03	2.84305e-02	6.52035e-04	5.67627	0.68228	1.26440e-05
9.45742e+03	2.84161e-02	5.93553e-04	4.80658	0.96915	1.26440e-05
9.47746e+03	2.84205e-02	4.38686e-04	2.04576	1.68244	1.26440e-05
9.49750e+03	2.84307e-02	4.95671e-04	4.77873	1.65289	1.26440e-05
9.51753e+03	2.84214e-02	5.48058e-04	3.82519	3.79201	1.26440e-05
9.53757e+03	2.84332e-02	7.15739e-04	0.52057	0.52193	1.26440e-05
9.55761e+03	2.84156e-02	6.14908e-04	2.91089	2.61058	1.26440e-05
9.57764e+03	2.84327e-02	8.69520e-04	0.71886	1.53561	1.26440e-05
9.59768e+03	2.84273e-02	4.46465e-04	5.55613	4.47499	1.26440e-05
9.61772e+03	2.84235e-02	5.75506e-04	6.20484	3.82053	1.26440e-05
9.63775e+03	2.84343e-02	6.57143e-04	5.71202	2.84542	1.26440e-05
9.65779e+03	2.84340e-02	7.82246e-04	0.86329	4.71622	1.26440e-05
9.67783e+03	2.84249e-02	4.29021e-04	2.97213	4.46372	1.26440e-05
9.69787e+03	2.84358e-02	6.81329e-04	0.62156	0.88829	1.26440e-05
9.71790e+03	2.84265e-02	4.27465e-04	3.35487	3.36510	1.26440e-05
9.73794e+03	2.84263e-02	4.42815e-04	3.21625	0.95519	1.26440e-05
9.75798e+03	2.84349e-02	6.34424e-04	0.46791	5.93174	1.26440e-05
9.77801e+03	2.84262e-02	4.16413e-04	2.68762	4.49223	1.26440e-05
9.79805e+03	2.84367e-02	8.82556e-04	0.76688	5.69278	1.26440e-05
9.81809e+03	2.84385e-02	6.68907e-04	5.54101	5.01256	1.26440e-05
9.83812e+03	2.84314e-02	7.55728e-04	5.90898	1.01257	1.26440e-05
9.85816e+03	2.84279e-02	4.06040e-04	4.62402	3.45693	1.26440e-05
9.87820e+03	2.84312e-02	7.73545e-04	6.27784	1.52550	1.26440e-05
9.89823e+03	2.84378e-02	6.05769e-04	0.59632	5.44563	1.26440e-05
9.91827e+03	2.84268e-02	4.62122e-04	3.95337	5.15651	1.26440e-05
9.93831e+03	2.84254e-02	5.17022e-04	5.76165	4.99417	1.26440e-05
9.95835e+03	2.84311e-02	5.17108e-04	5.16838	5.76543	1.26440e-05
9.97838e+03	2.84317e-02	4.73582e-04	0.97529	2.44080	1.26440e-05
9.99842e+03	2.84310e-02	6.62136e-04	1.03258	5.96570	1.26440e-05
1.00185e+04	2.84379e-02	8.70702e-04	0.23259	2.62674	1.26440e-05
1.00385e+04	2.84334e-02	5.50715e-04	1.59856	1.98881	1.26440e-05
1.00585e+04	2.84291e-02	3.97068e-04	1.39595	1.44486	1.26440e-05
1.00786e+04	2.84380e-02	5.21826e-04	5.01911	1.90630	1.26440e-05
1.00986e+04	2.84300e-02	4.97717e-04	3.99106	5.59404	1.26440e-05
1.01186e+04	2.84314e-02	3.88829e-04	2.07472	2.41306	1.26440e-05
1.01387e+04	2.84419e-02	3.83183e-04	5.23647	5.31719	1.26440e-05
1.01587e+04	2.84313e-02	5.22603e-04	4.15467	4.73658	1.26440e-05
1.01788e+04	2.84374e-02	4.57243e-04	6.05882	6.04979	1.26440e-05
1.01988e+04	2.84409e-02	8.07573e-04	0.63279	0.75217	1.26440e-05
1.02188e+04	2.84321e-02	5.52042e-04	4.63466	3.43358	1.26440e-05
1.02389e+04	2.84312e-02	5.85573e-04	5.42918	1.62882	1.26440e-05
1.02589e+04	2.84356e-02	5.50391e-04	4.61446	6.24130	1.26440e-05
1.02789e+04	2.84414e-02	4.35346e-04	1.02082	5.91413	1.26440e-05
1.02990e+04	2.84424e-02	5.35531e-04	0.37504	1.25820	1.26440e-05
1.03190e+04	2.84372e-02	6.02510e-04	4.70243	2.78118	1.26440e-05
1.03390e+04	2.84403e-02	6.53585e-04	5.56004	0.12648	1.26440e-05
1.03591e+04	2.84385e-02	3.54149e-04	4.25637	4.49262	1.26440e-05
1.03791e+04	2.84407e-02	5.52139e-04	5.57833	4.82918	1.26440e-05
1.03992e+04	2.84473e-02	4.20221e-04	5.19584	5.47070	1.26440e-05
1.04192e+04	2.84456e-02	5.27914e-04	0.74967	2.42059	1.26440e-05
1.04392e+04	2.84448e-02	7.36751e-04	0.18086	0.47603	1.26440e-05
1.04593e+04	2.84378e-02	3.62689e-04	2.33387	0.73567	1.26440e-05
1.04793e+04	2.84306e-02	8.17640e-04	3.20076	0.92090	1.26440e-05
1.04993e+04	2.84444e-02	8.12694e-04	0.06860	3.72914	1.26440e-05
1.05194e+04	2.84504e-02	7.77061e-04	0.97544	1.04220	1.26440e-05
1.05394e+04	2.84381e-02	6.05068e-04	5.71272	5.68471	1.26440e-05
1.05595e+04	2.84413e-02	5.48003e-04	1.62812	5.19254	1.26440e-05
1.05795e+04	2.84443e-02	7.53949e-04	6.24284	0.97082	1.26440e-05
1.05995e+04	2.84457e-02	3.59899e-04	2.38246	3.87373	1.26440e-05
1.06196e+04	2.84405e-02	6.30491e-04	1.50322	2.34356	1.26440e-05
1.06396e+04	2.84461e-02	6.45261e-04	5.27174	1.04807	1.26440e-05
1.06596e+04	2.84498e-02	5.75403e-04	5.89378	1.51129	1.26440e-05
1.06797e+04	2.84335e-02	6.22381e-04	2.68147	4.51859	1.26440e-05
1.06997e+04	2.84338e-02	5.94669e-04	3.66928	1.97640	1.26440e-05
1.07197e+04	2.84394e-02	4.74585e-04	1.99913	0.64190	1.26440e-05
1.07398e+04	2.84427e-02	5.65073e-04	2.28055	2.24904	1.26440e-05
1.07598e+04	2.84397e-02	6.29723e-04	1.47014	3.62036	1.26440e-05
1.07799e+04	2.84354e-02	6.19350e-04	2.64024	1.70330	1.26440e-05
1.07999e+04	2.84447e-02	4.71100e-04	1.22852	0.99284	1.26440e-05
1.08199e+04	2.84509e-02	5.29469e-04	5.00692	6.19793	1.26440e-05
1.08400e+04	2.84357e-02	6.90976e-04	3.33095	2.99154	1.26440e-05
1.08600e+04	2.84512e-02	7.05185e-04	5.44181	0.97839	1.26440e-05
1.08800e+04	2.84414e-02	6.35479e-04	4.75121	0.39533	1.26440e-05
1.09001e+04	2.84439e-02	4.87077e-04	2.26070	0.19362	1.26440e-05
1.09201e+04	2.84575e-02	5.16795e-04	0.95112	3.75031	1.26440e-05
1.09402e+04	2.84574e-02	8.52577e-04	5.52876	0.17570	1.26440e-05
1.09602e+04	2.84561e-02	8.69163e-04	5.63485	5.96865	1.26440e-05
1.09802e+04	2.84539e-02	1.94776e-04	1.70807	1.78056	1.26440e-05
1.10003e+04	2.84479e-02	4.33080e-04	3.37273	3.30686	1.26440e-05
1.10203e+04	2.84517e-02	7.51357e-04	6.27540	2.30990	1.26440e-05
1.10403e+04	2.84509e-02	7.20942e-04	0.41411	2.41017	1.26440e-05
1.10604e+04	2.84516e-02	5.53168e-04	5.45533	2.75801	1.26440e-05
1.10804e+04	2.84524e-02	7.39566e-04	0.02749	6.03646	1.26440e-05
1.11004e+04	2.84413e-02	6.28018e-04	3.18177	5.74750	1.26440e-05
1.11205e+04	2.84500e-02	3.30209e-04	4.16532	6.17536	1.26440e-05
1.11405e+04	2.84515e-02	5.94678e-04	2.40403	1.73624	1.26440e-05
1.11606e+04	2.84557e-02	3.70801e-04	4.06324	5.25023	1.26440e-05
1.11806e+04	2.84472e-02	4.71013e-04	2.08779	4.69912	1.26440e-05
1.12006e+04	2.84415e-02	6.74111e-04	3.46039	5.62552	1.26440e-05
1.12207e+04	2.84497e-02	4.26233e-04	1.61724	2.25481	1.26440e-05
1.12407e+04	2.84561e-02	1.55001e-04	3.81451	6.07713	1.26440e-05
1.12607e+04	2.84469e-02	6.53108e-04	2.48875	5.73233	1.26440e-05
1.12808e+04	2.84478e-02	6.68584e-04	3.66623	1.64908	1.26440e-05
1.13008e+04	2.84527e-02	3.82729e-04	2.73221	4.70636	1.26440e-05
1.13209e+04	2.84620e-02	7.00173e-04	5.31792	2.76808	1.26440e-05
1.13409e+04	2.84538e-02	4.72778e-04	2.02025	5.49310	1.26440e-05
1.13609e+04	2.84485e-02	5.24499e-04	3.44206	2.27821	1.26440e-05
1.13810e+04	2.84482e-02	6.79996e-04	2.58867	6.14211	1.26440e-05
1.14010e+04	2.84623e-02	3.81107e-04	4.44307	6.10437	1.26440e-05
1.14210e+04	2.84541e-02	3.36448e-04	2.34979	2.45976	1.26440e-05
1.14411e+04	2.84453e-02	6.74206e-04	3.28670	0.62362	1.26440e-05
1.14611e+04	2.84509e-02	4.43413e-04	0.87916	0.96746	1.26440e-05
1.14812e+04	2.84562e-02	6.56747e-04	0.92214	3.84562	1.26440e-05
1.15012e+04	2.84609e-02	8.10554e-04	6.11555	0.16647	1.26440e-05
1.15212e+04	2.84640e-02	8.49033e-04	0.37212	6.24329	1.26440e-05
1.15413e+04	2.84552e-02	3.15346e-04	3.60286	2.02025	1.26440e-05
1.15613e+04	2.84504e-02	5.15063e-04	3.24455	0.02902	1.26440e-05
1.15813e+04	2.84643e-02	7.72535e-04	0.54053	5.51308	1.26440e-05
1.16014e+04	2.84636e-02	7.87033e-04	0.49743	0.67611	1.26440e-05
1.16214e+04	2.84498e-02	5.90195e-04	3.08439	4.46871	1.26440e-05
1.16414e+04	2.84588e-02	3.12294e-04	2.35040	4.12832	1.26440e-05
1.16615e+04	2.84633e-02	7.87147e-04	6.18149	4.08891	1.26440e-05
1.16815e+04	2.84696e-02	8.58590e-04	5.57497	1.02094	1.26440e-05
1.17016e+04	2.84657e-02	8.42386e-04	6.05635	1.87807	1.26440e-05
1.17216e+04	2.84691e-02	7.98174e-04	5.57655	2.30213	1.26440e-05
1.17416e+04	2.84698e-02	5.78213e-04	0.57749	6.13085	1.26440e-05
1.17617e+04	2.84622e-02	3.62742e-04	5.24105	5.18162	1.26440e-05
1.17817e+04	2.84667e-02	6.86741e-04	5.88200	0.75785	1.26440e-05
1.18017e+04	2.84595e-02	3.88170e-04	4.06179	3.85596	1.26440e-05
1.18218e+04	2.84614e-02	5.28654e-04	4.03669	3.75390	1.26440e-05
1.18418e+04	2.84680e-02	7.03396e-04	0.27539	0.00383	1.26440e-05
1.18619e+04	2.84680e-02	6.94860e-04	0.26861	3.66704	1.26440e-05
1.18819e+04	2.84544e-02	7.91450e-04	3.02763	3.38692	1.26440e-05
1.19019e+04	2.84607e-02	5.33067e-04	1.74661	5.88497	1.26440e-05
1.19220e+04	2.84731e-02	4.99765e-04	4.91948	2.58548	1.26440e-05
1.19420e+04	2.84627e-02	5.15403e-04	1.98156	4.26881	1.26440e-05
1.19620e+04	2.84571e-02	7.06387e-04	3.48205	0.11667	1.26440e-05
1.19821e+04	2.84654e-02	4.81769e-04	1.03560	5.08855	1.26440e-05
1.20021e+04	2.84645e-02	6.12674e-04	1.69530	5.55298	1.26440e-05
1.20221e+04	2.84697e-02	6.81362e-04	5.83895	1.37295	1.26440e-05
1.20422e+04	2.84683e-02	7.43811e-04	6.07878	6.07501	1.26440e-05
1.20622e+04	2.84669e-02	6.15141e-04	1.32773	1.97835	1.26440e-05
1.20823e+04	2.84727e-02	4.52580e-04	0.84646	4.97353	1.26440e-05
1.21023e+04	2.84582e-02	6.09118e-04	3.07396	3.93126	1.26440e-05
1.21223e+04	2.84613e-02	4.58788e-04	0.77344	0.00885	1.26440e-05
1.21424e+04	2.84668e-02	6.29837e-04	0.83774	4.88085	1.26440e-05
1.21624e+04	2.84754e-02	8.96580e-04	5.94307	3.66590	1.26440e-05
1.21824e+04	2.84704e-02	7.33588e-04	5.99440	6.08931	1.26440e-05
1.22025e+04	2.84780e-02	8.72468e-04	0.67378	0.22223	1.26440e-05
1.22225e+04	2.84724e-02	6.16209e-04	0.43347	0.52810	1.26440e-05
1.22426e+04	2.84682e-02	3.86117e-04	2.71320	3.41210	1.26440e-05
1.22626e+04	2.84666e-02	3.53411e-04	1.21965	2.52828	1.26440e-05
1.22826e+04	2.84797e-02	8.36984e-04	0.78483	5.64181	1.26440e-05
1.23027e+04	2.84789e-02	8.74355e-04	5.62638	2.25999	1.26440e-05
1.23227e+04	2.84803e-02	6.63268e-04	5.17924	2.94196	1.26440e-05
1.23427e+04	2.84727e-02	6.87844e-04	0.36135	0.49425	1.26440e-05
1.23628e+04	2.84779e-02	7.79158e-04	5.68471	5.50673	1.26440e-05
1.23828e+04	2.84672e-02	5.54786e-04	0.82847	0.67814	1.26440e-05
1.24028e+04	2.84714e-02	5.74465e-04	4.55915	4.81672	1.26440e-05
1.24229e+04	2.84685e-02	5.22420e-04	4.60566	5.23884	1.26440e-05
1.24429e+04	2.84777e-02	7.82777e-04	0.47464	2.23916	1.26440e-05
1.24630e+04	2.84808e-02	5.65614e-04	5.70442	1.34431	1.26440e-05
1.24830e+04	2.84770e-02	3.45199e-04	1.26968	2.49875	1.26440e-05
1.25030e+04	2.84762e-02	5.82634e-04	5.15971	0.48253	1.26440e-05
1.25231e+04	2.84684e-02	5.64817e-04	5.00079	1.26838	1.26440e-05
1.25431e+04	2.84711e-02	4.27043e-04	2.44082	3.27144	1.26440e-05
1.25631e+04	2.84847e-02	6.31822e-04	0.61988	3.31108	1.26440e-05
1.25832e+04	2.84727e-02	5.08911e-04	2.38807	4.85390	1.26440e-05
1.26032e+04	2.84795e-02	7.08351e-04	0.30583	2.73285	1.26440e-05
1.26233e+04	2.84686e-02	4.33964e-04	0.99347	2.95324	1.26440e-05
1.26433e+04	2.84676e-02	7.12617e-04	3.50887	0.14734	1.26440e-05
1.26633e+04	2.84651e-02	5.67819e-04	2.64547	5.76873	1.26440e-05
1.26834e+04	2.84854e-02	5.96663e-04	5.08153	0.67730	1.26440e-05
1.27034e+04	2.84719e-02	3.82374e-04	1.65776	0.12999	1.26440e-05
1.27234e+04	2.84732e-02	5.59804e-04	2.29078	0.77851	1.26440e-05
1.27435e+04	2.84867e-02	7.14773e-04	5.29109	3.97772	1.26440e-05
1.27635e+04	2.84664e-02	6.03625e-04	3.51861	4.64791	1.26440e-05
1.27836e+04	2.84748e-02	4.26397e-04	4.74187	0.96879	1.26440e-05
1.28036e+04	2.84730e-02	5.23053e-04	1.56162	0.62195	1.26440e-05
1.28236e+04	2.84783e-02	6.40061e-04	0.68829	2.99724	1.26440e-05
1.28437e+04	2.84815e-02	4.21971e-04	4.85428	5.46250	1.26440e-05
1.28637e+04	2.84885e-02	4.67042e-04	0.85152	2.37412	1.26440e-05
1.28837e+04	2.84784e-02	5.76903e-04	2.37604	5.04900	1.26440e-05
1.29038e+04	2.84733e-02	4.12158e-04	5.37732	5.19257	1.26440e-05
1.29238e+04	2.84789e-02	4.99186e-04	4.36516	1.74652	1.26440e-05
1.29438e+04	2.84851e-02	8.15486e-04	0.25716	0.37119	1.26440e-05
1.29639e+04	2.84719e-02	7.38870e-04	3.37406	3.03042	1.26440e-05
1.29839e+04	2.84790e-02	4.27483e-04	3.96973	0.82754	1.26440e-05
1.30040e+04	2.84854e-02	7.95329e-04	6.16368	2.11348	1.26440e-05
1.30240e+04	2.84790e-02	3.68836e-04	3.64927	0.61898	1.26440e-05
1.30440e+04	2.84795e-02	3.50735e-04	3.91463	1.55681	1.26440e-05
1.30641e+04	2.84841e-02	5.58293e-04	1.19779	4.18039	1.26440e-05
1.30841e+04	2.84876e-02	7.43414e-04	6.25098	4.25718	1.26440e-05
1.31041e+04	2.84913e-02	9.05465e-04	0.49598	1.33978	1.26440e-05
1.31242e+04	2.84772e-02	6.30461e-04	4.47313	0.10045	1.26440e-05
1.31442e+04	2.84826e-02	3.54637e-04	4.76379	1.45685	1.26440e-05
1.31643e+04	2.84817e-02	5.17385e-04	6.16111	0.40195	1.26440e-05
1.31843e+04	2.84911e-02	2.90867e-04	5.25593	0.64220	1.26440e-05
1.32043e+04	2.84827e-02	6.09429e-04	4.08782	6.18598	1.26440e-05
