# t [t_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
4.28790e+03	1.55214e-02	8.99997e-04	2.93796	4.04612	4.83340e-05
4.30794e+03	1.55206e-02	9.66789e-04	5.15727	6.15940	4.83340e-05
4.32797e+03	1.55197e-02	9.51672e-04	0.66285	2.26889	4.83340e-05
4.34801e+03	1.55182e-02	9.53603e-04	4.52477	2.43809	4.83340e-05
4.36805e+03	1.55178e-02	9.25400e-04	0.53415	3.39815	4.83340e-05
4.38808e+03	1.55163e-02	9.17065e-04	4.60683	2.16055	4.83340e-05
4.40812e+03	1.55154e-02	9.01242e-04	1.34540	1.57960	4.83340e-05
4.42816e+03	1.55152e-02	9.95957e-04	0.00397	4.97654	4.83340e-05
4.44819e+03	1.55141e-02	8.44729e-04	3.80840	2.75219	4.83340e-05
4.46823e+03	1.55139e-02	1.00886e-03	2.66531	5.00520	4.83340e-05
4.48827e+03	1.55141e-02	7.74170e-04	1.47110	0.42222	4.83340e-05
4.50830e+03	1.55112e-02	1.00102e-03	5.44546	2.57010	4.83340e-05
4.52834e+03	1.55090e-02	9.01845e-04	4.28544	2.92503	4.83340e-05
4.54838e+03	1.55081e-02	9.18229e-04	1.54142	4.12802	4.83340e-05
4.56842e+03	1.55076e-02	9.12106e-04	5.99913	3.63276	4.83340e-05
4.58845e+03	1.55060e-02	8.94755e-04	2.50620	4.06737	4.83340e-05
4.60849e+03	1.55057e-02	9.41129e-04	5.87688	2.96015	4.83340e-05
4.62853e+03	1.55043e-02	9.49752e-04	1.19196	2.73988	4.83340e-05
4.64856e+03	1.55033e-02	8.73897e-04	3.16244	1.14409	4.83340e-05
4.66860e+03	1.55038e-02	1.00658e-03	3.29633	0.40947	4.83340e-05
4.68864e+03	1.55010e-02	9.00002e-04	2.28775	6.00148	4.83340e-05
4.70868e+03	1.55028e-02	8.22135e-04	1.55407	4.02695	4.83340e-05
4.72871e+03	1.54994e-02	8.92290e-04	4.93571	2.96398	4.83340e-05
4.74875e+03	1.54991e-02	9.31460e-04	0.79988	1.96920	4.83340e-05
4.76878e+03	1.54985e-02	9.90210e-04	1.16623	1.31862	4.83340e-05
4.78882e+03	1.54969e-02	9.09310e-04	0.09442	0.73702	4.83340e-05
4.80886e+03	1.54953e-02	8.72772e-04	3.74127	0.37664	4.83340e-05
4.82890e+03	1.54976e-02	8.08759e-04	4.91264	1.18045	4.83340e-05
4.84893e+03	1.54947e-02	9.75016e-04	5.17435	1.39580	4.83340e-05
4.86897e+03	1.54923e-02	9.18151e-04	3.94436	1.62258	4.83340e-05
4.88901e+03	1.54923e-02	9.13860e-04	5.82015	3.51294	4.83340e-05
4.90904e+03	1.54968e-02	7.95155e-04	0.39914	4.85242	4.83340e-05
4.92908e+03	1.54898e-02	8.77201e-04	5.34613	0.50711	4.83340e-05
4.94912e+03	1.54900e-02	9.73760e-04	1.31455	3.55495	4.83340e-05
4.96915e+03	1.54890e-02	9.61327e-04	1.39819	0.72753	4.83340e-05
4.98919e+03	1.54870e-02	8.80162e-04	5.66413	4.58145	4.83340e-05
5.00923e+03	1.54913e-02	7.70817e-04	0.68066	3.33492	4.83340e-05
5.02927e+03	1.54858e-02	9.15440e-04	5.48304	3.05149	4.83340e-05
5.04930e+03	1.54846e-02	8.51435e-04	2.44797	2.46273	4.83340e-05
5.06934e+03	1.54843e-02	9.79173e-04	1.94250	3.78374	4.83340e-05
5.08938e+03	1.54833e-02	9.67292e-04	4.76313	6.04891	4.83340e-05
5.10941e+03	1.54825e-02	9.63652e-04	5.03639	2.59485	4.83340e-05
5.12945e+03	1.54817e-02	9.80602e-04	2.43436	6.26574	4.83340e-05
5.14949e+03	1.54794e-02	8.42668e-04	3.09550	4.60336	4.83340e-05
5.16952e+03	1.54793e-02	9.53468e-04	5.83561	5.04293	4.83340e-05
5.18956e+03	1.54843e-02	8.02146e-04	6.25299	5.71692	4.83340e-05
5.20960e+03	1.54766e-02	8.70201e-04	3.09502	1.24609	4.83340e-05
5.22963e+03	1.54766e-02	8.26974e-04	2.29779	4.75372	4.83340e-05
5.24967e+03	1.54749e-02	8.18749e-04	3.27748	4.22223	4.83340e-05
5.26971e+03	1.54753e-02	9.68301e-04	2.15666	3.48081	4.83340e-05
5.28975e+03	1.54728e-02	8.38402e-04	2.49949	5.21388	4.83340e-05
5.30978e+03	1.54788e-02	8.47232e-04	0.18232	1.00395	4.83340e-05
5.32982e+03	1.54772e-02	8.24807e-04	5.82081	5.20252	4.83340e-05
5.34986e+03	1.54703e-02	8.51413e-04	1.07889	4.74799	4.83340e-05
5.36989e+03	1.54696e-02	8.86249e-04	5.79080	4.90158	4.83340e-05
5.38993e+03	1.54693e-02	9.01819e-04	5.29831	1.51101	4.83340e-05
5.40997e+03	1.54677e-02	9.09713e-04	0.97214	5.60199	4.83340e-05
5.43000e+03	1.54676e-02	9.50121e-04	5.20390	4.86122	4.83340e-05
5.45004e+03	1.54659e-02	8.63716e-04	5.44832	5.37971	4.83340e-05
5.47008e+03	1.54654e-02	8.84285e-04	0.01323	2.61298	4.83340e-05
5.49011e+03	1.54641e-02	8.07169e-04	3.26523	1.07377	4.83340e-05
5.51015e+03	1.54629e-02	8.43765e-04	1.97706	1.24716	4.83340e-05
5.53019e+03	1.54639e-02	8.97846e-04	2.88592	2.78739	4.83340e-05
5.55022e+03	1.54629e-02	7.85712e-04	4.33827	0.88993	4.83340e-05
5.57026e+03	1.54612e-02	8.14612e-04	2.33341	5.86535	4.83340e-05
5.59030e+03	1.54653e-02	7.53628e-04	0.55963	1.49183	4.83340e-05
5.61034e+03	1.54594e-02	9.23476e-04	6.20749	5.54284	4.83340e-05
5.63037e+03	1.54599e-02	7.17536e-04	1.77273	4.21015	4.83340e-05
5.65041e+03	1.54566e-02	8.75930e-04	3.99994	5.71420	4.83340e-05
5.67045e+03	1.54603e-02	7.69526e-04	1.00644	3.14367	4.83340e-05
5.69048e+03	1.54562e-02	9.04777e-04	5.04677	3.10019	4.83340e-05
5.71052e+03	1.54550e-02	7.65132e-04	3.83980	5.12853	4.83340e-05
5.73056e+03	1.54546e-02	7.43480e-04	4.01797	2.69973	4.83340e-05
5.75059e+03	1.54536e-02	8.90536e-04	5.06042	2.44139	4.83340e-05
5.77063e+03	1.54567e-02	7.26297e-04	0.81909	4.26523	4.83340e-05
5.79067e+03	1.54508e-02	8.18113e-04	3.34190	2.43737	4.83340e-05
5.81070e+03	1.54551e-02	7.22689e-04	5.50696	3.90464	4.83340e-05
5.83074e+03	1.54507e-02	9.32143e-04	2.93213	0.57564	4.83340e-05
5.85078e+03	1.54488e-02	8.80897e-04	0.16011	0.32218	4.83340e-05
5.87081e+03	1.54487e-02	9.40683e-04	4.50524	2.14303	4.83340e-05
5.89085e+03	1.54465e-02	8.47804e-04	3.43671	6.03791	4.83340e-05
5.91089e+03	1.54471e-02	9.30718e-04	1.59833	0.90431	4.83340e-05
5.93093e+03	1.54457e-02	9.11481e-04	0.53555	4.15964	4.83340e-05
5.95096e+03	1.54475e-02	7.49520e-04	5.02712	4.57697	4.83340e-05
5.97100e+03	1.54431e-02	8.18179e-04	4.67432	0.02174	4.83340e-05
5.99104e+03	1.54422e-02	8.13390e-04	3.63693	5.20736	4.83340e-05
6.01107e+03	1.54415e-02	8.65544e-04	1.52265	1.52320	4.83340e-05
6.03111e+03	1.54460e-02	7.68978e-04	0.72847	5.45575	4.83340e-05
6.05115e+03	1.54430e-02	7.01781e-04	4.90380	0.82996	4.83340e-05
6.07119e+03	1.54405e-02	9.24867e-04	3.37224	4.43883	4.83340e-05
6.09122e+03	1.54383e-02	8.21196e-04	0.91011	5.32768	4.83340e-05
6.11126e+03	1.54385e-02	9.27299e-04	4.79910	2.33047	4.83340e-05
6.13129e+03	1.54375e-02	7.41049e-04	2.37983	1.86082	4.83340e-05
6.15133e+03	1.54357e-02	8.63212e-04	4.98695	5.16161	4.83340e-05
6.17137e+03	1.54410e-02	7.81386e-04	0.46488	5.38516	4.83340e-05
6.19141e+03	1.54353e-02	8.90895e-04	1.89494	2.13827	4.83340e-05
6.21144e+03	1.54348e-02	8.84476e-04	2.46205	2.07233	4.83340e-05
6.23148e+03	1.54328e-02	8.04133e-04	2.73311	4.65609	4.83340e-05
6.25152e+03	1.54327e-02	9.18577e-04	1.53109	4.82453	4.83340e-05
6.27155e+03	1.54312e-02	8.54204e-04	6.02594	1.52621	4.83340e-05
6.29159e+03	1.54298e-02	8.38706e-04	2.52678	2.27125	4.83340e-05
6.31163e+03	1.54325e-02	6.88225e-04	4.96110	5.53220	4.83340e-05
6.33166e+03	1.54290e-02	8.84027e-04	6.28007	5.83359	4.83340e-05
6.35170e+03	1.54327e-02	7.00790e-04	0.74501	2.67481	4.83340e-05
6.37174e+03	1.54322e-02	7.56341e-04	5.62201	3.76284	4.83340e-05
6.39178e+03	1.54274e-02	9.23154e-04	3.51819	1.45692	4.83340e-05
6.41181e+03	1.54258e-02	8.60043e-04	5.99710	2.88636	4.83340e-05
6.43185e+03	1.54254e-02	9.14730e-04	1.43564	0.85481	4.83340e-05
6.45188e+03	1.54237e-02	8.23572e-04	0.71214	3.36735	4.83340e-05
6.47192e+03	1.54236e-02	8.53169e-04	5.39357	2.42228	4.83340e-05
6.49196e+03	1.54221e-02	8.06649e-04	2.98163	4.34484	4.83340e-05
6.51200e+03	1.54209e-02	8.40215e-04	4.31341	4.41448	4.83340e-05
