# t [tau_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
7.77288e+01	4.65362e-02	1.52646e-02	4.29659	4.34270	4.41310e-05
7.80990e+01	4.65649e-02	1.48848e-02	3.78236	6.08596	4.41310e-05
7.84691e+01	4.65409e-02	1.49982e-02	3.39708	1.37113	4.41310e-05
7.88392e+01	4.65590e-02	1.48524e-02	3.11297	2.79868	4.41310e-05
7.92094e+01	4.65588e-02	1.48787e-02	2.90740	4.10920	4.41310e-05
7.95795e+01	4.65433e-02	1.49215e-02	2.86160	5.22193	4.41310e-05
7.99497e+01	4.65609e-02	1.47642e-02	2.96919	6.15233	4.41310e-05
8.03198e+01	4.65575e-02	1.48305e-02	3.13006	0.69842	4.41310e-05
8.06899e+01	4.65445e-02	1.48168e-02	3.46617	1.31510	4.41310e-05
8.10601e+01	4.65580e-02	1.48937e-02	3.89466	1.80006	4.41310e-05
8.14302e+01	4.65513e-02	1.48785e-02	4.38354	2.18561	4.41310e-05
8.18003e+01	4.65609e-02	1.51392e-02	5.10974	2.30709	4.41310e-05
8.21705e+01	4.65417e-02	1.50630e-02	5.82957	2.38475	4.41310e-05
8.25406e+01	4.65662e-02	1.52161e-02	0.38693	2.30375	4.41310e-05
8.29108e+01	4.65501e-02	1.48642e-02	1.45309	1.96076	4.41310e-05
8.32809e+01	4.65302e-02	1.52228e-02	2.53947	1.55737	4.41310e-05
8.36510e+01	4.65616e-02	1.44973e-02	3.82634	0.92606	4.41310e-05
8.40212e+01	4.65457e-02	1.50822e-02	5.12657	0.23245	4.41310e-05
8.43913e+01	4.65773e-02	1.53715e-02	0.25425	5.67275	4.41310e-05
8.47614e+01	4.65639e-02	1.47253e-02	1.86884	4.58989	4.41310e-05
8.51316e+01	4.65612e-02	1.45403e-02	3.53571	3.41498	4.41310e-05
8.55017e+01	4.65598e-02	1.48825e-02	5.39999	2.01523	4.41310e-05
8.58719e+01	4.65444e-02	1.49289e-02	0.98458	0.56240	4.41310e-05
8.62420e+01	4.65461e-02	1.45153e-02	2.99856	5.20979	4.41310e-05
8.66121e+01	4.65456e-02	1.49453e-02	5.14557	3.40340	4.41310e-05
8.69823e+01	4.65609e-02	1.48569e-02	1.06139	1.50471	4.41310e-05
8.73524e+01	4.65560e-02	1.45185e-02	3.49093	5.63171	4.41310e-05
8.77225e+01	4.65500e-02	1.46981e-02	5.91936	3.42812	4.41310e-05
8.80927e+01	4.65472e-02	1.45514e-02	2.27545	0.97759	4.41310e-05
