# t [tau_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
1.14372e+02	1.15871e-02	5.70194e-04	4.34386	2.58919	4.59020e-05
1.14743e+02	1.15869e-02	6.10692e-04	0.96990	4.46155	4.59020e-05
1.15113e+02	1.15861e-02	4.67397e-04	4.33859	0.15496	4.59020e-05
1.15483e+02	1.15882e-02	3.23628e-04	1.56858	2.61940	4.59020e-05
1.15853e+02	1.15895e-02	3.04185e-04	5.58207	5.21579	4.59020e-05
1.16223e+02	1.15875e-02	3.43074e-04	4.05662	1.41383	4.59020e-05
1.16593e+02	1.15878e-02	4.19933e-04	4.34485	2.77928	4.59020e-05
1.16963e+02	1.15901e-02	3.32729e-04	6.18756	3.14816	4.59020e-05
1.17334e+02	1.15869e-02	3.75552e-04	2.57778	3.31239	4.59020e-05
1.17704e+02	1.15858e-02	4.76468e-04	4.72274	4.63133	4.59020e-05
1.18074e+02	1.15868e-02	6.23687e-04	1.72143	5.43714	4.59020e-05
1.18444e+02	1.15865e-02	5.09938e-04	5.62807	0.02648	4.59020e-05
1.18814e+02	1.15869e-02	3.64883e-04	3.86064	0.84261	4.59020e-05
1.19184e+02	1.15857e-02	4.79875e-04	4.98905	5.66491	4.59020e-05
1.19554e+02	1.15865e-02	6.33814e-04	4.85362	6.08825	4.59020e-05
1.19924e+02	1.15896e-02	3.63446e-04	0.70701	4.85734	4.59020e-05
1.20295e+02	1.15866e-02	5.40147e-04	2.83498	4.32192	4.59020e-05
1.20665e+02	1.15890e-02	2.81595e-04	5.31951	3.97643	4.59020e-05
1.21035e+02	1.15865e-02	5.73113e-04	3.25021	2.51530	4.59020e-05
1.21405e+02	1.15862e-02	3.91170e-04	2.61709	0.23105	4.59020e-05
