# t [tau_{circ,b}]	a	e	mean_anomaly	varpi	mass/M_star
6.51442e+01	6.11159e-02	8.95684e-03	1.48065	3.22317	1.08910e-05
6.55143e+01	6.10999e-02	8.96281e-03	2.51269	4.21295	1.08910e-05
6.58844e+01	6.10917e-02	8.93973e-03	3.60099	5.05920	1.08910e-05
6.62546e+01	6.11263e-02	8.72458e-03	4.84318	5.66992	1.08910e-05
6.66247e+01	6.11377e-02	9.12667e-03	6.09568	6.18885	1.08910e-05
6.69949e+01	6.11364e-02	8.95015e-03	1.12621	0.28759	1.08910e-05
6.73650e+01	6.11194e-02	8.71982e-03	2.61024	0.41229	1.08910e-05
6.77351e+01	6.11223e-02	8.71248e-03	4.23177	0.31943	1.08910e-05
6.81053e+01	6.11232e-02	8.83444e-03	5.83863	0.15909	1.08910e-05
6.84754e+01	6.11043e-02	8.51437e-03	1.25121	6.11243	1.08910e-05
6.88455e+01	6.10938e-02	8.89239e-03	3.04843	5.60575	1.08910e-05
6.92157e+01	6.11383e-02	8.68523e-03	4.95194	4.90611	1.08910e-05
6.95858e+01	6.11363e-02	8.82800e-03	0.52700	4.17185	1.08910e-05
6.99560e+01	6.11216e-02	8.62305e-03	2.60421	3.13709	1.08910e-05
7.03261e+01	6.11168e-02	8.59122e-03	4.80477	1.90014	1.08910e-05
7.06962e+01	6.11231e-02	8.69405e-03	0.71173	0.59818	1.08910e-05
7.10664e+01	6.10985e-02	8.76340e-03	3.02337	5.37238	1.08910e-05
7.14365e+01	6.11211e-02	8.46956e-03	5.39608	3.72126	1.08910e-05
7.18066e+01	6.11599e-02	8.68452e-03	1.46017	2.01643	1.08910e-05
7.21768e+01	6.11231e-02	8.60617e-03	4.15983	6.16364	1.08910e-05
7.25469e+01	6.11355e-02	8.77486e-03	0.46342	4.06508	1.08910e-05
7.29171e+01	6.11014e-02	8.68419e-03	3.17527	1.75634	1.08910e-05
7.32872e+01	6.11338e-02	8.70702e-03	5.96728	5.57108	1.08910e-05
7.36573e+01	6.11222e-02	8.53864e-03	2.52687	2.97247	1.08910e-05
7.40275e+01	6.11594e-02	8.95351e-03	5.59354	0.07180	1.08910e-05
7.43976e+01	6.11132e-02	8.40570e-03	2.29562	3.46131	1.08910e-05
7.47677e+01	6.11271e-02	8.37210e-03	5.41506	0.34800	1.08910e-05
7.51379e+01	6.11460e-02	8.21563e-03	2.25491	3.43633	1.08910e-05
7.55080e+01	6.11584e-02	8.93670e-03	5.66073	6.16367	1.08910e-05
7.58782e+01	6.11403e-02	8.10465e-03	2.64985	2.66119	1.08910e-05
7.62483e+01	6.11472e-02	8.78547e-03	6.11659	5.17505	1.08910e-05
7.66184e+01	6.11383e-02	8.18613e-03	3.40790	1.21451	1.08910e-05
7.69886e+01	6.11286e-02	8.45654e-03	0.68763	3.46916	1.08910e-05
7.73587e+01	6.11251e-02	8.16456e-03	4.36728	5.52866	1.08910e-05
7.77288e+01	6.11248e-02	8.46352e-03	1.80780	1.18314	1.08910e-05
7.80990e+01	6.11485e-02	8.72523e-03	5.73337	2.84787	1.08910e-05
7.84691e+01	6.11119e-02	8.40214e-03	3.33020	4.47293	1.08910e-05
7.88392e+01	6.11527e-02	8.64654e-03	0.97303	5.97395	1.08910e-05
7.92094e+01	6.11721e-02	8.68247e-03	5.22935	0.78512	1.08910e-05
7.95795e+01	6.11075e-02	8.43966e-03	3.01505	1.98827	1.08910e-05
7.99497e+01	6.11447e-02	8.58990e-03	0.90097	3.01865	1.08910e-05
8.03198e+01	6.11576e-02	8.59828e-03	5.34098	3.69690	1.08910e-05
8.06899e+01	6.11113e-02	8.37515e-03	3.37466	4.41962	1.08910e-05
8.10601e+01	6.11685e-02	8.38503e-03	1.44623	5.02682	1.08910e-05
8.14302e+01	6.11687e-02	8.86280e-03	6.14707	5.21204	1.08910e-05
8.18003e+01	6.11415e-02	8.03386e-03	4.47729	5.41240	1.08910e-05
8.21705e+01	6.11135e-02	8.41173e-03	2.86210	5.47606	1.08910e-05
8.25406e+01	6.11114e-02	8.19905e-03	1.39504	5.31491	1.08910e-05
8.29108e+01	6.11502e-02	8.53425e-03	6.19385	5.09411	1.08910e-05
8.32809e+01	6.11461e-02	8.10113e-03	4.93619	4.57021	1.08910e-05
8.36510e+01	6.11043e-02	8.37311e-03	3.57087	4.08283	1.08910e-05
8.40212e+01	6.11402e-02	8.05026e-03	2.35248	3.36637	1.08910e-05
8.43913e+01	6.11137e-02	7.99171e-03	1.30075	2.40788	1.08910e-05
8.47614e+01	6.11466e-02	8.40145e-03	0.20231	1.41863	1.08910e-05
8.51316e+01	6.11694e-02	8.60231e-03	5.61144	0.13035	1.08910e-05
8.55017e+01	6.11399e-02	8.08524e-03	4.66495	5.12634	1.08910e-05
8.58719e+01	6.11370e-02	8.04772e-03	3.86886	3.60805	1.08910e-05
