# t	inner_edge_position
0.00000e+00	0.00000e+00
2.79514e+02	0.00000e+00
5.59028e+02	0.00000e+00
8.38542e+02	0.00000e+00
1.11806e+03	0.00000e+00
1.39757e+03	0.00000e+00
1.67708e+03	0.00000e+00
1.95660e+03	0.00000e+00
2.23611e+03	0.00000e+00
2.51563e+03	0.00000e+00
2.79514e+03	0.00000e+00
3.07465e+03	0.00000e+00
3.35417e+03	0.00000e+00
3.63368e+03	0.00000e+00
3.91320e+03	0.00000e+00
4.19271e+03	0.00000e+00
4.47222e+03	0.00000e+00
4.75174e+03	0.00000e+00
5.03125e+03	0.00000e+00
5.31077e+03	0.00000e+00
5.59028e+03	0.00000e+00
5.86979e+03	0.00000e+00
6.14931e+03	0.00000e+00
6.42882e+03	0.00000e+00
6.70834e+03	0.00000e+00
6.98785e+03	0.00000e+00
7.26736e+03	0.00000e+00
7.54688e+03	0.00000e+00
7.82639e+03	0.00000e+00
8.10591e+03	0.00000e+00
8.38542e+03	0.00000e+00
8.66493e+03	0.00000e+00
8.94445e+03	0.00000e+00
9.22396e+03	0.00000e+00
9.50348e+03	0.00000e+00
9.78299e+03	0.00000e+00
1.00625e+04	0.00000e+00
1.03420e+04	0.00000e+00
1.06215e+04	0.00000e+00
1.09010e+04	0.00000e+00
1.11806e+04	0.00000e+00
1.14601e+04	0.00000e+00
1.17396e+04	0.00000e+00
1.20191e+04	0.00000e+00
1.22986e+04	0.00000e+00
1.25781e+04	0.00000e+00
1.28576e+04	0.00000e+00
1.31372e+04	0.00000e+00
1.34167e+04	0.00000e+00
1.36962e+04	0.00000e+00
1.39757e+04	0.00000e+00
1.42552e+04	0.00000e+00
1.45347e+04	0.00000e+00
1.48142e+04	0.00000e+00
1.50938e+04	0.00000e+00
1.53733e+04	0.00000e+00
1.56528e+04	0.00000e+00
1.59323e+04	0.00000e+00
1.62118e+04	0.00000e+00
1.64913e+04	0.00000e+00
1.67708e+04	0.00000e+00
1.70504e+04	0.00000e+00
1.73299e+04	0.00000e+00
1.76094e+04	0.00000e+00
1.78889e+04	0.00000e+00
1.81684e+04	0.00000e+00
1.84479e+04	0.00000e+00
1.87274e+04	0.00000e+00
1.90070e+04	0.00000e+00
1.92865e+04	0.00000e+00
1.95660e+04	0.00000e+00
1.98455e+04	0.00000e+00
2.01250e+04	0.00000e+00
2.04045e+04	0.00000e+00
2.06840e+04	0.00000e+00
2.09636e+04	0.00000e+00
2.12431e+04	0.00000e+00
2.15226e+04	0.00000e+00
2.18021e+04	0.00000e+00
2.20816e+04	0.00000e+00
2.23611e+04	0.00000e+00
2.26406e+04	0.00000e+00
2.29201e+04	0.00000e+00
2.31997e+04	0.00000e+00
2.34792e+04	0.00000e+00
2.37587e+04	0.00000e+00
2.40382e+04	0.00000e+00
2.43177e+04	0.00000e+00
2.45972e+04	0.00000e+00
2.48767e+04	0.00000e+00
2.51563e+04	0.00000e+00
2.54358e+04	0.00000e+00
2.57153e+04	0.00000e+00
2.59948e+04	0.00000e+00
2.62743e+04	0.00000e+00
2.65538e+04	0.00000e+00
2.68333e+04	0.00000e+00
2.71129e+04	0.00000e+00
2.73924e+04	0.00000e+00
2.76719e+04	0.00000e+00
2.79514e+04	0.00000e+00
